ID,SMILES,CATEGORY
CHEMBL262777,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,PBP
CHEMBL1626967,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(c3ccc4c(c3)-c3ccc(C[N+]56CC[N+](CC(=O)Nc7ccccc7C(N)=O)(CC5)CC6)cc3C4=O)[C@H](C)[C@H]12.[Cl-].[Cl-],PBP
CHEMBL1626942,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(c3ccc4c(c3)-c3ccc(C[N+]56CC[N+](CC(=O)Nc7ccc(O)cc7)(CC5)CC6)cc3C4=O)[C@H](C)[C@H]12.[Cl-].[Cl-],PBP
CHEMBL432966,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(c3ccc4c(c3)-c3ccc(C[N+]56CC[N+](CC(N)=O)(CC5)CC6)cc3C4=O)C[C@H]12.[Cl-],PBP
CHEMBL1626917,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(c3ccc4c(c3)-c3ccc(C[N+]56CC[N+](CCCO)(CC5)CC6)cc3C4=O)[C@H](C)[C@H]12.[Cl-].[Cl-],PBP
CHEMBL30991,COC(=O)c1cc2sc(SC3=C(C(=O)[O-])N4C(=O)[C@H]([C@@H](C)O)[C@H]4[C@H]3C)nc2o1.[Na+],PBP
CHEMBL1626899,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(c3ccc4c(c3)-c3ccc(C[N+]56CC[N+](CC#N)(CC5)CC6)cc3C4=O)[C@H](C)[C@H]12.[Cl-].[Cl-],PBP
CHEMBL1626883,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(c3ccc4c(c3)-c3ccc(C[N+]56CC[N+](CC(=O)Nc7nccs7)(CC5)CC6)cc3C4=O)[C@H](C)[C@H]12.[Cl-].[Cl-],PBP
CHEMBL1626911,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(c3ccc4c(c3)-c3ccc(C[N+]56CC[N+](CC(=O)Nc7ccc(CO)cc7)(CC5)CC6)cc3C4=O)[C@H](C)[C@H]12.[Cl-].[Cl-],PBP
CHEMBL1730,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,PBP
CHEMBL1626941,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(c3ccc4c(c3)-c3ccc(C[N+]56CC[N+](CC(=O)Nc7ccc(C#N)cc7)(CC5)CC6)cc3C4=O)[C@H](C)[C@H]12.[Cl-].[Cl-],PBP
CHEMBL1626950,CC[N+]12CC[N+](Cc3ccc4c(c3)C(=O)c3ccc(C5=C(C(=O)O)N6C(=O)[C@H]([C@@H](C)O)[C@H]6C5)cc3-4)(CC1)CC2.[Cl-].[Cl-],PBP
CHEMBL1626934,CC(=O)c1ccc(NC(=O)C[N+]23CC[N+](Cc4ccc5c(c4)C(=O)c4ccc(C6=C(C(=O)O)N7C(=O)[C@H]([C@@H](C)O)[C@H]7[C@H]6C)cc4-5)(CC2)CC3)cc1.[Cl-].[Cl-],PBP
CHEMBL1626881,CC(C)NC(=O)C[N+]12CC[N+](Cc3ccc4c(c3)C(=O)c3ccc(C5=C(C(=O)O)N6C(=O)[C@H]([C@@H](C)O)[C@H]6[C@H]5C)cc3-4)(CC1)CC2.[Cl-].[Cl-],PBP
CHEMBL1730,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,PBP
CHEMBL1730,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,PBP
CHEMBL3805841,N#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2cccc(C(=O)O)c2)cc1,PBP
CHEMBL389847,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3C[C@@H](C(=O)N4CC[C@H](NC(=O)CNC(=N)N)C4)N(C)C3)[C@H](C)[C@H]12,PBP
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,PBP
CHEMBL1626885,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(c3ccc4c(c3)-c3ccc(C[N+]56CC[N+](CC(=O)Nc7ccc(C(N)=O)cc7)(CC5)CC6)cc3C4=O)[C@H](C)[C@H]12.[Cl-].[Cl-],PBP
CHEMBL4862632,COc1ccc(-c2cc(=O)oc3c(C)c(OCC(=O)N[C@@H](Cc4c[nH]c5ccc(O)cc45)C(=O)O)ccc23)cc1,PBP
CHEMBL4862632,COc1ccc(-c2cc(=O)oc3c(C)c(OCC(=O)N[C@@H](Cc4c[nH]c5ccc(O)cc45)C(=O)O)ccc23)cc1,PBP
CHEMBL33583,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc4ccccc4s3)C[C@H]12.[Na+],PBP
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,PBP
CHEMBL285914,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nccs3)[C@H](C)[C@H]12.[Na+],PBP
CHEMBL4847813,Cc1ccc(NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)C2CCN(C(=O)CNC(=O)OC(C)(C)C)CC2)cc1,PBP
CHEMBL4879273,COc1cc2c(c(OC)c1OC)-c1ccc(NCC(=O)NCCc3c[nH]c4ccccc34)c(=O)cc1[C@@H](NC(C)=O)CC2,PBP
CHEMBL34220,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc4ccccc4o3)[C@H](C)[C@H]12.[Na+],PBP
CHEMBL161,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,PBP
CHEMBL410910,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc4ccc(C#N)cc4s3)[C@H](C)[C@H]12.[Na+],PBP
CHEMBL157932,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(CN3Cc4c(ccc5ccccc45)S3(=O)=O)[C@H](C)[C@H]12.[Na+],PBP
CHEMBL1626933,CCC[N+]12CC[N+](Cc3ccc4c(c3)C(=O)c3ccc(C5=C(C(=O)O)N6C(=O)[C@H]([C@@H](C)O)[C@H]6C5)cc3-4)(CC1)CC2.[Cl-].[Cl-],PBP
CHEMBL520642,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN([C@@H]5CCNC5)C4=O)CS[C@H]23)ns1,PBP
CHEMBL819,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,PBP
CHEMBL1626945,CCCNC(=O)C[N+]12CC[N+](Cc3ccc4c(c3)C(=O)c3ccc(C5=C(C(=O)O)N6C(=O)[C@H]([C@@H](C)O)[C@H]6[C@H]5C)cc3-4)(CC1)CC2.[Cl-].[Cl-],PBP
CHEMBL819,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,PBP
CHEMBL322522,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(c3ccc4c(c3)-c3ccc(C[N+]56CC[N+](CC(N)=O)(CC5)CC6)cc3C4=O)[C@H](C)[C@H]12.[Cl-],PBP
CHEMBL1626922,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(c3ccc4c(c3)-c3ccc(C[N+]56CC[N+](CC(=O)Nc7cccnc7)(CC5)CC6)cc3C4=O)[C@H](C)[C@H]12.[Cl-].[Cl-],PBP
CHEMBL33323,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc4ccc(N)cc4s3)[C@H](C)[C@H]12.[Na+],PBP
CHEMBL283624,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4ccccc4)cs3)[C@H](C)[C@H]12.[Na+],PBP
CHEMBL1626912,COc1cccc(NC(=O)C[N+]23CC[N+](Cc4ccc5c(c4)C(=O)c4ccc(C6=C(C(=O)O)N7C(=O)[C@H]([C@@H](C)O)[C@H]7[C@H]6C)cc4-5)(CC2)CC3)c1.[Cl-].[Cl-],PBP
CHEMBL30322,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc4cc(CO)ccc4s3)[C@H](C)[C@H]12.[Na+],PBP
CHEMBL30267,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(Sc3ncc(-c4ccccc4)s3)[C@H](C)[C@H]12.[Na+],PBP
CHEMBL1626908,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(c3ccc4c(c3)-c3ccc(C[N+]56CC[N+](CC(=O)Nc7cccc(CO)c7)(CC5)CC6)cc3C4=O)[C@H](C)[C@H]12.[Cl-].[Cl-],PBP
CHEMBL33672,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(Sc3ccc4ccccc4n3)[C@H](C)[C@H]12.[Na+],PBP
CHEMBL3805841,N#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2cccc(C(=O)O)c2)cc1,PBP
CHEMBL1652606,Cc1oc(=O)oc1COC(=O)N1CC[C@@H](N2CC/C(=C\C3=C(C(=O)O)N4C(=O)[C@@H](NC(=O)/C(=N/O)c5nsc(N)n5)[C@H]4SC3)C2=O)C1,PBP
CHEMBL389847,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3C[C@@H](C(=O)N4CC[C@H](NC(=O)CNC(=N)N)C4)N(C)C3)[C@H](C)[C@H]12,PBP
CHEMBL520642,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN([C@@H]5CCNC5)C4=O)CS[C@H]23)ns1,PBP
CHEMBL819,Cc1onc(-c2ccccc2)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,PBP
CHEMBL520642,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN([C@@H]5CCNC5)C4=O)CS[C@H]23)ns1,PBP
CHEMBL520642,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN([C@@H]5CCNC5)C4=O)CS[C@H]23)ns1,PBP
CHEMBL387640,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(c3cn4cnc(C(=O)c5ccc[n+](CC(N)=O)c5)c4s3)[C@H](C)[C@H]12,PBP
CHEMBL501122,CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)(O)O)n1,PBP
CHEMBL161,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,PBP
CHEMBL29,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,PBP
CHEMBL1730,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,PBP
CHEMBL29,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,PBP
CHEMBL501122,CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)(O)O)n1,PBP
CHEMBL1626891,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(c3ccc4c(c3)-c3ccc(C[N+]56CC[N+](CC(=O)Nc7ccc(CCO)cc7)(CC5)CC6)cc3C4=O)[C@H](C)[C@H]12.[Cl-].[Cl-],PBP
CHEMBL560889,C=CCCC(=O)O[C@H](C)[C@H]1C(=O)N(C(=O)CCC=C)[C@@H]1OC(C)=O,PBP
CHEMBL561549,CC(=O)O[C@@H]1[C@@H]2C(=O)N1C(=O)CC/C=C/CCC(=O)O[C@@H]2C,PBP
CHEMBL563388,CC(=O)O[C@@H]1[C@@H]2C(=O)N1C(=O)CCCCCCC(=O)O[C@@H]2C,PBP
CHEMBL287296,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc4cc(C(F)(F)F)ccc4s3)[C@H](C)[C@H]12.[Na+],PBP
CHEMBL33794,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc4ccc(Cl)cc4s3)[C@H](C)[C@H]12.[Na+],PBP
CHEMBL430721,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc4c(CO)csc4s3)[C@H](C)[C@H]12.[Na+],PBP
CHEMBL161759,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(CN3c4cccc5cccc(c45)N(C)S3(=O)=O)[C@H](C)[C@H]12.[Na+],PBP
CHEMBL161,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(O)nn3C)CS[C@H]12)c1csc(N)n1,PBP
CHEMBL1626902,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(c3ccc4c(c3)-c3ccc(C[N+]56CC[N+](CC(=O)Nc7ccccc7C#N)(CC5)CC6)cc3C4=O)[C@H](C)[C@H]12.[Cl-].[Cl-],PBP
CHEMBL1626913,COc1ccccc1NC(=O)C[N+]12CC[N+](Cc3ccc4c(c3)C(=O)c3ccc(C5=C(C(=O)O)N6C(=O)[C@H]([C@@H](C)O)[C@H]6[C@H]5C)cc3-4)(CC1)CC2.[Cl-].[Cl-],PBP
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,PBP
CHEMBL5090979,CO/N=C(\C(=O)N1CCN(c2ccc3c4c(cccc24)C(=O)N(CCN(C)C)C3=O)CC1)c1csc(N)n1,PBP
CHEMBL1626936,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(c3ccc4c(c3)-c3ccc(C[N+]56CC[N+](CCCO)(CC5)CC6)cc3C4=O)C[C@H]12.[Cl-].[Cl-],PBP
CHEMBL4862632,COc1ccc(-c2cc(=O)oc3c(C)c(OCC(=O)N[C@@H](Cc4c[nH]c5ccc(O)cc45)C(=O)O)ccc23)cc1,PBP
CHEMBL4871381,COc1ccc(NC(=O)[C@H]2Oc3c(c(=O)oc4ccccc34)[C@@H]2c2ccc(CCCN3CCCC3=O)cc2)cc1,PBP
CHEMBL1626887,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(c3ccc4c(c3)-c3ccc(C[N+]56CC[N+](CCO)(CC5)CC6)cc3C4=O)C[C@H]12.[Cl-].[Cl-],PBP
CHEMBL4879273,COc1cc2c(c(OC)c1OC)-c1ccc(NCC(=O)NCCc3c[nH]c4ccccc34)c(=O)cc1[C@@H](NC(C)=O)CC2,PBP
CHEMBL4871381,COc1ccc(NC(=O)[C@H]2Oc3c(c(=O)oc4ccccc34)[C@@H]2c2ccc(CCCN3CCCC3=O)cc2)cc1,PBP
CHEMBL4879273,COc1cc2c(c(OC)c1OC)-c1ccc(NCC(=O)NCCc3c[nH]c4ccccc34)c(=O)cc1[C@@H](NC(C)=O)CC2,PBP
CHEMBL4871381,COc1ccc(NC(=O)[C@H]2Oc3c(c(=O)oc4ccccc34)[C@@H]2c2ccc(CCCN3CCCC3=O)cc2)cc1,PBP
CHEMBL4847813,Cc1ccc(NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)C2CCN(C(=O)CNC(=O)OC(C)(C)C)CC2)cc1,PBP
CHEMBL4847813,Cc1ccc(NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)C2CCN(C(=O)CNC(=O)OC(C)(C)C)CC2)cc1,PBP
CHEMBL5090979,CO/N=C(\C(=O)N1CCN(c2ccc3c4c(cccc24)C(=O)N(CCN(C)C)C3=O)CC1)c1csc(N)n1,PBP
CHEMBL3670896,Cc1ncccc1C(=O)N[C@@H](Cc1ccccc1Cl)C(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1,HIVP
CHEMBL3670894,COC(=O)N[C@H](C(=O)NCCCC[C@H](CO)N(CC(C)C)S(=O)(=O)c1ccc2c(c1)N(C)CCO2)C(c1ccccc1)c1ccccc1,HIVP
CHEMBL3670888,CC(C)CN(Sc1ccc2c(c1)CCO2)[C@H](CO)CCCCNC(=O)[C@@H](Cc1cccc2ccccc12)NC(=O)N1CCOCC1,HIVP
CHEMBL3670897,Cc1ccccc1C[C@H](NC(=O)c1cccnc1)C(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1,HIVP
CHEMBL3670882,CC(C)CN([C@H](CO)CCCCNC(=O)[C@H](Cc1ccccc1Br)NC(=O)C1=NCC(C)N=C1)S(=O)(=O)c1ccc(N)cc1,HIVP
CHEMBL3670868,CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)NCC1=CCCN=C1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,HIVP
CHEMBL3670890,CC(C)CN([C@H](CO)CCCCNC(=O)[C@H](Cc1ccccc1Br)NC(=O)N1CCOCC1)S(=O)(=O)c1ccc2c(c1)CCO2,HIVP
CHEMBL3670863,CC(C)CN([C@H](CO)CCCCNC(=O)[C@H](Cc1ccc2ccccc2c1)NS(=O)(=O)c1ccc2c(c1)OCCC2C)S(=O)(=O)c1ccc(N)cc1,HIVP
CHEMBL3670865,CC(C)CN([C@H](CO)CCCCNC(=O)[C@H](Cc1ccc2ccccc2c1)NCc1ccccn1)S(=O)(=O)c1ccc(N)cc1,HIVP
CHEMBL3670873,CC(C)CN(C(CCCCNC(=O)[C@H](CC1=C2C=CC=CC2CC=C1)NC(=O)N1CCOCC1)C(N)=O)S(=O)(=O)c1ccc(N)cc1,HIVP
CHEMBL3670901,COC(=O)N[C@@H](CC1CCCCC1)C(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1,HIVP
CHEMBL3670869,CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)NCc1ccncc1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,HIVP
CHEMBL3670872,CC(=O)N[C@H](C(=O)NCCCCC(C(N)=O)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1)C(c1ccccc1)c1ccccc1,HIVP
CHEMBL3670829,O=C(O)CNC(=O)c1c(=O)oc(O)c2cc(Br)ccc12,HIVP
CHEMBL3670893,CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NC(=O)N1CCOCC1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc2c(c1)CCO2,HIVP
CHEMBL3670866,CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](NS(=O)(=O)c1cccs1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1,HIVP
CHEMBL3670874,COC(=O)N[C@H](C(=O)NCCCCC(C(N)=O)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1)C(c1ccccc1)c1ccccc1,HIVP
CHEMBL3670876,CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](Cc1ccccc1Br)NC(=O)c1ccccn1)S(=O)(=O)c1ccc(N)cc1,HIVP
CHEMBL3670877,CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](Cc1ccccc1Br)NC(=O)c1cccnc1)S(=O)(=O)c1ccc(N)cc1,HIVP
CHEMBL3670886,Cc1c(O)cccc1C(=O)N[C@@H](Cc1ccccc1Br)C(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1,HIVP
CHEMBL3670898,C[C@H](NC(=O)c1c(=O)oc(O)c2cccc(-c3cccc(C(F)(F)F)c3)c12)C(=O)O,HIVP
CHEMBL3670903,Cc1ccc(C(=O)N[C@@H](CC2CCCCC2)C(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c2ccc(N)cc2)cn1,HIVP
CHEMBL3670884,Cc1ccc(C(=O)N[C@@H](Cc2ccccc2Br)C(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c2ccc(N)cc2)cc1O,HIVP
CHEMBL3670900,Cc1ccc(C(=O)N[C@@H](Cc2ccccc2C)C(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c2ccc(N)cc2)cc1O,HIVP
CHEMBL3670871,COC(=O)N[C@H](C(=O)NCCCC[C@@H](CO)N(Cc1cccnc1)S(=O)(=O)c1ccc(N)cc1)C(c1ccccc1)c1ccccc1,HIVP
CHEMBL3670879,CC(C)CN([C@H](CO)CCCCNC(=O)C(Cc1ccccc1Br)NC(=O)c1ccncc1)S(=O)(=O)c1ccc(N)cc1,HIVP
CHEMBL3670899,Cc1ccccc1C[C@H](NC(=O)c1cccc(C)c1O)C(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1,HIVP
CHEMBL3670870,COC(=O)N[C@H](C(=O)NCCCC[C@H](C(N)=O)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1)C(c1ccccc1)c1ccccc1,HIVP
CHEMBL3639697,COC(=O)N[C@H](C(=O)NCCCC[C@H](CO)N(CC(C)C)S(=O)(=O)c1cccc2cccnc12)C(c1ccccc1)c1ccccc1,HIVP
CHEMBL3670875,CC(C)CN([C@H](CO)CCCCNC(=O)[C@H](Cc1ccccc1Br)NC(=O)c1cnccn1)S(=O)(=O)c1ccc(N)cc1,HIVP
CHEMBL3670887,CC(C)CN([C@H](CO)CCCCNC(=O)[C@H](Cc1ccccc1Br)NC(=O)c1cccc(=O)[nH]1)S(=O)(=O)c1ccc(N)cc1,HIVP
CHEMBL3670864,CCC(=O)NC(=O)N(C)CC(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1,HIVP
CHEMBL3670885,CC(C)CN([C@H](CO)CCCCNC(=O)[C@H](Cc1ccccc1Br)NC(=O)OCc1ccncc1)S(=O)(=O)c1ccc(N)cc1,HIVP
CHEMBL3670867,CN[C@H](C(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1)C(c1ccccc1)C1C=CC=CC1,HIVP
CHEMBL3670881,Cc1ccc(C(=O)N[C@@H](Cc2ccccc2Br)C(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c2ccc(N)cc2)cn1,HIVP
CHEMBL3670891,CC(C)CN([C@H](CO)CCCCNC(=O)[C@H](CC1=C(Br)CCC=C1)NC(=O)N1CCOCC1)S(=O)(=O)c1ccc2c(c1)OCCO2,HIVP
CHEMBL3670883,Cc1cccnc1C(=O)N[C@@H](Cc1ccccc1Br)C(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1,HIVP
CHEMBL3670870,COC(=O)N[C@H](C(=O)NCCCC[C@H](C(N)=O)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1)C(c1ccccc1)c1ccccc1,HIVP
CHEMBL3670889,CC(C)CN(Sc1ccc2c(c1)OCCO2)[C@H](CO)CCCCNC(=O)[C@@H](Cc1cccc2ccccc12)NC(=O)N1CCOCC1,HIVP
CHEMBL3670902,CC(C)CN([C@H](CO)CCCCNC(=O)[C@H](CC1CCCCC1)NC(=O)c1cccnc1)S(=O)(=O)c1ccc(N)cc1,HIVP
CHEMBL3670892,COC(=O)N[C@H](C(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c1ccc2c(c1)CCO2)C(C1=CC=CCC1)c1ccccc1,HIVP
CHEMBL3670880,Cc1ncccc1C(=O)N[C@@H](Cc1ccccc1Br)C(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1,HIVP
CHEMBL3670878,CC(C)CN([C@H](CO)CCCCNC(=O)[C@@H](Cc1ccccc1Br)NC(=O)c1ccc2c(c1)OCO2)S(=O)(=O)c1ccc(N)cc1,HIVP
CHEMBL3670895,CC(C)CN([C@H](CO)CCCCNC(=O)[C@H](Cc1ccccc1Cl)NC(=O)c1ccncc1)S(=O)(=O)c1ccc(N)cc1,HIVP
